,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
406,Simple Scones,4.9,2968.0,2384.0,15.0,15.0,35.0,8.0,3155,10,"Preheat the oven to 400 degrees F (200 degrees C); adjust the oven rack to the lower-middle position. Line a baking tray with parchment paper., Mix flour, 1/3 cup sugar, baking powder, salt, and baking soda in a medium bowl. Grate butter into flour mixture on the large holes of a box grater. Use your fingers to work in butter until mixture resembles coarse crumbs, then toss in raisins., Whisk sour cream and egg together in a small bowl until combined., Stir sour cream mixture into flour mixture using a fork until large dough clumps form. Use your hands to shape dough into a ball. (Dough may seem dry at first but will come together as you work it.), Place dough on a lightly floured surface and pat into a 7- to 8-inch circle, about 3/4-inch thick. Sprinkle with remaining 1 teaspoon of sugar. Use a sharp knife to cut into 8 equal triangles; place on the prepared baking tray, about 1-inch apart., Bake scones in the preheated oven until golden, about 15 to 17 minutes. Cool for 5 minutes; serve warm or at room temperature.",breakfast-and-brunch,5,205.6
407,Classic Bran Muffins,4.8,1814.0,1464.0,15.0,15.0,30.0,12.0,2655,11,"Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper muffin liners., Mix wheat bran and buttermilk together in a large bowl; let stand for 10 minutes., Meanwhile, beat brown sugar, oil, egg, and vanilla together in a separate bowl until light and fluffy; stir into buttermilk mixture., Sift flour, baking soda, baking powder, and salt together; stir into buttermilk mixture until just blended. Fold in raisins; spoon batter into the prepared muffin cups, filling each 2/3 full., Bake in the preheated oven until tops spring back when lightly pressed, about 15 to 20 minutes. Cool in the tin briefly, then transfer to a wire rack to cool completely.",breakfast-and-brunch,5,136.6
408,Crustless Spinach Quiche,4.7,3294.0,2426.0,15.0,35.0,50.0,6.0,3581,7,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9-inch pie pan., Heat oil in a large skillet over medium-high heat. Add onions and cook, stirring occasionally, until soft, about 3 minutes. Stir in spinach and continue to cook until excess moisture has evaporated., Whisk together eggs, salt, and pepper in a large bowl. Add Muenster cheese and spinach mixture and stir until well blended. Pour into the prepared pan., Bake in the preheated oven until eggs have set, about 30 minutes., Remove from the oven and let cool for 10 minutes before serving.",breakfast-and-brunch,5,112.2
409,Homemade Breakfast Sausage,4.7,796.0,644.0,10.0,10.0,20.0,6.0,2639,8,"Mix together brown sugar, sage, salt, black pepper, marjoram, red pepper flakes, and cloves in a small bowl until well combined., Place pork in a large bowl. Add spice mixture and mix with your hands until well combined. Form mixture into 6 patties., Heat a large skillet over medium-high heat. Add patties and saute until browned and crispy, about 5 minutes per side. An instant-read thermometer inserted into the center should read at least 160 degrees F (71 degrees C).",breakfast-and-brunch,3,156.66666666666666
410,Banana Oat Muffins,4.5,1560.0,1289.0,15.0,20.0,35.0,12.0,0,11,"Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners., Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside., Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full., Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.",breakfast-and-brunch,4,120.25
411,The Perfect Cinnamon Roll Icing,4.8,507.0,383.0,10.0,24.38,10.0,24.0,0,6,"Beat together butter and cream cheese with an electric mixer in a large bowl until creamy. Blend in milk and vanilla, then gradually mix in confectioners sugar and salt until smooth and fluffy., If your cream cheese and butter are cold, the mixture wont cream well. Microwave each separately for about 10 seconds so they will be soft enough to work with.",breakfast-and-brunch,2,176.5
412,Clone of a Cinnabon,4.8,7881.0,5930.0,20.0,15.0,3.0,12.0,0,15,"Prepare dough: Place milk, eggs, margarine, flour, salt, white sugar, and yeast in the pan of a bread machine in the order recommended by the manufacturer. Select dough cycle; press Start., When dough has doubled in size, turn it out onto a lightly floured surface. Cover it with a kitchen towel or plastic wrap and let it rest for 10 minutes., Roll dough on a lightly floured surface to a 16x21-inch rectangle., Prepare filling: Combine brown sugar and cinnamon in a small bowl. Spread softened butter over the dough, then sprinkle cinnamon-sugar mixture evenly over top., Starting at the longer end, roll up the dough; cut into 12 rolls. Place rolls in a lightly greased 9x13-inch baking pan. Cover and let rise until nearly doubled, about 30 minutes., Meanwhile, preheat the oven to 400 degrees F (200 degrees C)., Bake rolls in the preheated oven until golden brown, about 15 minutes., While rolls are baking, prepare icing: Beat confectioners sugar, butter, cream cheese, confectioners sugar, vanilla, and salt until creamy., Spread icing on warm rolls before serving.",breakfast-and-brunch,9,118.33333333333333
413,French Crêpes,4.6,748.0,543.0,5.0,25.0,30.0,12.0,0,6,"Sift flour, sugar, and salt into a bowl; set aside. Beat eggs and milk together in a large bowl with an electric mixer. Beat in flour mixture until smooth; stir in melted butter., Lightly grease a griddle or frying pan; heat over medium-high heat., Pour or scoop the batter onto the griddle, using approximately 2 tablespoons for each crêpe. Immediately rotate the skillet to spread batter out in a thin layer. Cook until the top of the crêpe is no longer wet and the bottom has turned light brown, 1 to 2 minutes. Shake the pan or loosen with a spatula; turn or flip it over and cook until other side has turned light brown, about 1 minute more. Repeat with remaining batter.",breakfast-and-brunch,3,224.66666666666666
414,Ooey-Gooey Cinnamon Buns,4.7,1413.0,1113.0,35.0,25.0,190.0,15.0,3818,16,"Prepare dough: Pour water into a liquid measure. Add 1 teaspoon sugar and active dry yeast; stir until dissolved. Let stand until foamy, about 10 minutes., Meanwhile, warm milk in a small saucepan over medium heat until it just starts to bubble around the edges; do not boil. Remove from the heat and stir in 1/4 cup sugar, 1/4 cup butter, and salt until melted. Let cool until lukewarm., Lightly whisk 2 eggs in a large bowl. Add yeast mixture, lukewarm milk mixture, and 1 1/2 cups flour; stir until well combined. Mix in remaining flour, 1/2 cup at a time, mixing well after each addition, until dough comes together., Turn dough out onto a lightly floured surface and knead until smooth, silky, and elastic, about 8 minutes., Place dough in an oiled bowl and turn to coat with oil. Cover with a damp cloth and let rise in a warm place until doubled in volume, about 1 hour., While the dough is rising, prepare glaze: Melt 3/4 cup butter in a small saucepan over medium heat. Add 3/4 cup brown sugar and whisk until smooth., Grease a 9x13-inch pan. Pour glaze mixture into the pan; sprinkle 1/2 cup pecans over top., Prepare filling ingredients: Place melted butter in a small bowl. Combine brown sugar, pecans, and cinnamon for filling in another bowl., When the dough has doubled in size, turn it out onto a lightly floured surface. Roll into a 14x18-inch rectangle. Brush 1/2 of the melted butter over the dough, leaving a 1/2 inch border unbuttered. Sprinkle brown sugar mixture over top. Start at the long edge and roll the dough tightly, pinching the seams to seal. Brush remaining butter over the dough., Cut dough into 15 equal rolls. Place rolls, cut-sides down, in the glaze in the prepared pan. Cover and let rise until double in size, about 1 hour., Preheat the oven to 375 degrees F (190 degrees C)., Uncover and bake in the preheated oven until golden brown, 25 to 30 minutes., Let cool in pan for 3 minutes, then invert onto a serving platter so the glaze is on top. Scrape any remaining glaze from the pan onto the rolls.",breakfast-and-brunch,13,156.0
415,Loaded Vegetarian Quiche,4.8,173.0,147.0,20.0,55.0,80.0,8.0,0,14,"Preheat the oven to 400 degrees F (200 degrees C)., Bake pie crust in preheated oven until firm, about 8 minutes., Remove crust from the oven and set aside. Reduce oven to 350 degrees F (175 degrees C)., Heat olive oil in a large skillet over medium heat. Add onion, bell pepper, mushrooms, and zucchini and cook, stirring, until softened, 5 to 7 minutes. Remove vegetables from skillet and set aside., Sprinkle tomato slices with flour and basil; cook in the skillet over medium heat for 1 minute per side. Set aside., Whisk eggs, milk, salt, and pepper together in a small bowl., Spread 1 cup cheese in the bottom of pie crust. Layer vegetable mixture over the cheese, then top with tomato slices. Pour egg mixture over top and sprinkle with remaining 1/2 cup cheese., Bake in the preheated oven until a knife inserted near the center comes out clean, 40 to 45 minutes. Cool 5 minutes before serving., The magazine version of this recipe may be slightly different than the online version. Please follow directions carefully for whichever version you are using.",breakfast-and-brunch,9,117.11111111111111
416,Blueberry Smoothie,4.5,226.0,182.0,5.0,24.38,5.0,2.0,0,6,"Blend blueberries, yogurt, milk, sugar, vanilla, and nutmeg in a blender until frothy, scraping down the sides of the blender if needed., Divide between 2 glasses and serve immediately.",breakfast-and-brunch,2,92.0
417,Fluffy Flapjack Pancakes,4.2,43.0,34.0,10.0,5.0,15.0,8.0,0,9,"Whisk together flour, sugar, baking powder, baking soda, and salt in a bowl until no lumps remain. Add milk, eggs, and oil; whisk until batter is runny and smooth., Heat a nonstick griddle over medium heat and lightly coat with cooking spray., Working in batches, ladle a generous 1/4 cup batter for each pancake onto the preheated grill and cook until bubbles appear, 3 to 4 minutes. Flip and cook, pressing middle gently with the spatula, until bottom is lightly browned, 2 to 3 minutes more. Repeat with remaining batter., You can make this with all-purpose flour or whole wheat flour., Use dairy-free milk substitutes or water in place of milk if desired.",breakfast-and-brunch,5,131.0
418,Southern Fried Apples,4.6,255.0,204.0,10.0,10.0,20.0,4.0,0,4,"Melt butter in a large skillet over medium heat. Add sugar and cinnamon; stir until sugar dissolves., Add apples and cook until softened, 5 to 8 minutes.",breakfast-and-brunch,2,76.0
419,Baked Oatmeal,4.5,1005.0,819.0,10.0,40.0,50.0,8.0,0,10,"Preheat the oven to 350 degrees F (175 degrees C)., Mix together oats, brown sugar, cinnamon, baking powder, and salt in a large bowl. Beat in eggs, milk, melted butter, and vanilla extract. Stir in dried cranberries. Spread into a 9x13-inch baking dish., Bake in the preheated oven until top is golden, about 40 minutes.",breakfast-and-brunch,3,106.33333333333333
420,No-Cook Overnight Oatmeal,4.6,248.0,187.0,5.0,24.38,485.0,1.0,0,7,"Combine milk, yogurt, oats, honey, chia seeds, and cinnamon in a 1/2-pint jar with a lid; cover and shake until combined. Fold in blueberries., Cover and refrigerate, 8 hours to overnight., You can use almost any fruit, but bananas, peaches, or any variety of berries work best.",breakfast-and-brunch,3,92.0
421,Buttermilk Pancakes,4.7,3870.0,3016.0,15.0,10.0,25.0,12.0,4311,9,"In a large bowl, combine flour, sugar, baking powder, baking soda, and salt. In a separate bowl, beat together buttermilk, milk, eggs and melted butter. Keep the two mixtures separate until you are ready to cook., Heat a lightly oiled griddle or frying pan over medium high heat. You can flick water across the surface and if it beads up and sizzles, its ready!, Pour the wet mixture into the dry mixture; use a wooden spoon or fork to mix until its just blended together. The batter will be a little lumpy which is what you want., Pour or scoop the batter onto the preheated griddle, using approximately 1/2 cup for each pancake. Cook until bubbles appear on the surface, 1 to 2 minutes; flip with a spatula and cook until browned on the other side. Repeat with remaining batter.",breakfast-and-brunch,3,259.3333333333333
422,Authentic Swedish Pancakes,4.6,61.0,51.0,10.0,15.0,25.0,13.0,0,6,"Beat eggs in a bowl with an electric mixer until thick and lemon-colored, 3 to 5 minutes. Stir in milk., Sift together flour, sugar, and salt in a separate bowl. Add to egg mixture; mix until batter is smooth., Grease a griddle with butter; heat over medium heat. Drop tablespoonfuls of batter on the griddle; spread to make thin pancakes. Cook until light brown on bottom, 1 to 2 minutes. Flip and continue cooking until second side is light brown, 1 to 2 minutes more. Repeat with remaining batter., Make sure to use real butter, not margarine.",breakfast-and-brunch,4,135.75
